pathway_id,step_id,substrate_smiles,product,product_smiles,"initial PFAS concentration
(μM)",pH,"temperature
(℃)",system,UV(nm),organic matter content（％）,cation exchange capacity（cmol/kg）,TP(mg/g),TN(mg/g),TOC(mg/g),moisture content(％),TTS(g/L),sludge_volume(mL),DO(mg/L),reaction time(d)
6:2 FTAB,,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(COS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,,C(COS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CN(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(C(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(F)(F)F)(F)F)(F)F)/F)/C(=O)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,60,6.9,30,biotransformation,,,,,,,,,,,7
6:2 FTAB,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(=C\S(=O)(=O)O)/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O,,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C\S(=O)(=O)O)/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)O,,C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTAB,,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)S(=O)(=O)O,,C(C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)O,60,5.54,25,biotransformation,,,11.8,,,,,,,aerobic,100
6:2 FTCA,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=C(\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,C(=C\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=C\C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C(=O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTCA,,C(C(C(=O)O)O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,80,7.3,24,biotransformation,,,,,,,,,,aerobic,7
6:2 FTI,,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C\I)/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(=C\I)/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(CC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(=O)O,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTI,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,553,5.8,22,biotransformation,,3.8,,,,,,,,aerobic,28
6:2 FTNO,,C/[N+](=C\CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/C,,CNCCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,CN(CCC(=O)O)S(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)NC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C=O,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CN(C)CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,CNCCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)NC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)NCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,CCC(C)C(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)NCC(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)NC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CCC(C)C(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,,CCCC(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CCCC(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],,CN(C)CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CNCCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CN)CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],,C/[N+](=C\CCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/C,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)NCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CS(=O)(=O)NCC=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(CS(=O)(=O)NCC(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,CCC(C)C(C(=O)NS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,,C(CS(=O)(=O)N)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTNO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CO,,C(CNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O,2.27,7,25,biotransformation,,,,,,,,,3,aerobic,100
6:2 FTOH,,C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,7.51,35,biotransformation,,,,,,,,,4,anaerobic,90
6:2 FTOH,,C(C(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,7.51,35,biotransformation,,,,,,,,,4,anaerobic,90
6:2 FTOH,,C(=C(\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)/C(=O)O,,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,,7.51,35,biotransformation,,,,,,,,,4,anaerobic,90
6:2 FTOH,,CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,,7.51,35,biotransformation,,,,,,,,,4,anaerobic,90
6:2 FTOH,,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C(=O)O,,C(=C\C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)/C(=O)O,,7.51,35,biotransformation,,,,,,,,,4,anaerobic,90
